Course Section,Course Subject,Course Number,Section Number,Section Status,Enrolled/Capacity,All Instructors,Units,Meeting Patterns,Locations,Course Tags,Instructional Format,Delivery Mode,Start Date,End Date,Academic Period,Overlapping Course(s)
SPIR 223-1 - Psychological Issues in Spirituality,Spirituality,223,1,Open,0/18,Donald St Louis,4,W | 6:00 PM - 9:00 PM,Rm 304 Kenna Hall,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
