Course Section,Course Subject,Course Number,Section Number,Section Status,Enrolled/Capacity,All Instructors,Units,Meeting Patterns,Locations,Course Tags,Instructional Format,Delivery Mode,Start Date,End Date,Academic Period,Overlapping Course(s)
"CHIN 12A-1 - Cultures & Ideas II (Heroes, Villains, Gods, and Monsters in Sinophone Cultures from a Global Perspective)",Chinese,12A,1,Open,0/25,Hsin-hung Yeh | Hsin-hung Yeh,4,M W F | 10:30 AM - 11:35 AM,,Core Foundations :: Cultures and Ideas 2,Lecture,In-Person,2026-03-30,2026-06-11,Spring 2026 Quarter,
