Course Section,Course Subject,Course Number,Section Number,Section Status,Enrolled/Capacity,All Instructors,Units,Meeting Patterns,Locations,Course Tags,Instructional Format,Delivery Mode,Start Date,End Date,Academic Period,Overlapping Course(s)
JAPN 2-1 - Japanese Lang and Culture II,Japanese Studies,2,1,Open,0/22,Seiko Fujii | Seiko Horibe,4,M W F | 9:15 AM - 10:20 AM,Rm 101 Alameda hall,Core Foundations :: Second Language: Business and Natural Sciences,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
JAPN 2-2 - Japanese Lang and Culture II,Japanese Studies,2,2,Open,0/22,Seiko Fujii | Seiko Horibe,4,M W F | 10:30 AM - 11:35 AM,Rm 109 Kenna Hall,Core Foundations :: Second Language: Business and Natural Sciences,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
JAPN 2-3 - Japanese Lang and Culture II,Japanese Studies,2,3,Open,0/22,Tomoko Takeda,4,M W F | 11:45 AM - 12:50 PM,Rm 304 Kenna Hall,Core Foundations :: Second Language: Business and Natural Sciences,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
JAPN 22-1 - Japanese Lang and Culture V,Japanese Studies,22,1,Open,0/22,Seiko Fujii | Seiko Horibe,4,M W F | 2:15 PM - 3:20 PM,Rm 109 Kenna Hall,"Core Foundations :: Second Language: Arts and Social Sciences

Core Foundations :: Second Language: Business and Natural Sciences",Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
JAPN 101-1 - Japanese Popular Culture (-),Japanese Studies,101,1,Open,0/22,Tomoko Takeda,5,M W F | 1:00 PM - 2:05 PM,Rm 304 Kenna Hall,"Core Foundations :: Second Language: Arts and Social Sciences

Core Foundations :: Second Language: Business and Natural Sciences",Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
