Course Section,Course Subject,Course Number,Section Number,Section Status,Enrolled/Capacity,All Instructors,Units,Meeting Patterns,Locations,Course Tags,Instructional Format,Delivery Mode,Start Date,End Date,Academic Period,Overlapping Course(s)
THEO 252-1 - Liberation Theology,Theology,252,1,Open,0/17,Christopher Tirres,4,Th | 6:00 PM - 9:00 PM,Rm 304 Kenna Hall,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
