Course Section,Course Subject,Course Number,Section Number,Section Status,Enrolled/Capacity,All Instructors,Units,Meeting Patterns,Locations,Course Tags,Instructional Format,Delivery Mode,Start Date,End Date,Academic Period,Overlapping Course(s)
LATM 222-1 - Latina/o Popular Religiosity and Its Ethics of Solidarity,Latina/o Ministry,222,1,Open,0/18,Robert Lassalle-Klein,4,M | 6:00 PM - 9:00 PM,,,Lecture,Online,2026-01-05,2026-03-20,Winter 2026 Quarter,
